date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2023-07-15,Shan (North),Kyaukme,Namtu,5232,23.09,97.4,miscellaneous food,Salt,185,KG,actual,Retail,MMK,734,0.35
2023-07-15,Shan (North),Kyaukme,Namtu,5232,23.09,97.4,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4896,2.34
2023-07-15,Shan (North),Kyaukme,Namtu,5232,23.09,97.4,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4896,2.34
2023-07-15,Shan (North),Kyaukme,Namtu,5232,23.09,97.4,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,2264,1.08
2023-07-15,Shan (North),Kyaukme,Namtu,5232,23.09,97.4,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,2295,1.1
2023-07-15,Shan (North),Lashio,Galeng,3289,23.38,97.84,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1645,0.79
2023-07-15,Shan (North),Lashio,Galeng,3289,23.38,97.84,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3000,1.43
2023-07-15,Shan (North),Lashio,Galeng,3289,23.38,97.84,miscellaneous food,Salt,185,KG,actual,Retail,MMK,918,0.44
2023-07-15,Shan (North),Lashio,Galeng,3289,23.38,97.84,oil and fats,Oil (palm),62,L,actual,Retail,MMK,5814,2.78
2023-07-15,Shan (North),Lashio,Galeng,3289,23.38,97.84,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4597,2.2
2023-07-15,Shan (North),Lashio,Galeng,3289,23.38,97.84,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1836,0.88
2023-07-15,Shan (North),Lashio,Galeng,3289,23.38,97.84,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Shan (North),Lashio,Kan Mong,8402,23.31,98.5,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1880,0.9
2023-07-15,Shan (North),Lashio,Kan Mong,8402,23.31,98.5,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3000,1.43
2023-07-15,Shan (North),Lashio,Kan Mong,8402,23.31,98.5,miscellaneous food,Salt,185,KG,actual,Retail,MMK,1224,0.58
2023-07-15,Shan (North),Lashio,Kan Mong,8402,23.31,98.5,oil and fats,Oil (palm),62,L,actual,Retail,MMK,7344,3.51
2023-07-15,Shan (North),Lashio,Kan Mong,8402,23.31,98.5,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,6129,2.93
2023-07-15,Shan (North),Lashio,Kan Mong,8402,23.31,98.5,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,3060,1.46
2023-07-15,Shan (North),Lashio,Kan Mong,8402,23.31,98.5,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1836,0.88
2023-07-15,Shan (North),Lashio,Kunlong,5235,23.42,98.65,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1880,0.9
2023-07-15,Shan (North),Lashio,Kunlong,5235,23.42,98.65,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3000,1.43
2023-07-15,Shan (North),Lashio,Kunlong,5235,23.42,98.65,miscellaneous food,Salt,185,KG,actual,Retail,MMK,918,0.44
2023-07-15,Shan (North),Lashio,Kunlong,5235,23.42,98.65,oil and fats,Oil (palm),62,L,actual,Retail,MMK,6426,3.07
2023-07-15,Shan (North),Lashio,Kunlong,5235,23.42,98.65,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,5720,2.73
2023-07-15,Shan (North),Lashio,Kunlong,5235,23.42,98.65,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,2448,1.17
2023-07-15,Shan (North),Lashio,Kunlong,5235,23.42,98.65,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1836,0.88
2023-07-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1645,0.79
2023-07-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2500,1.19
2023-07-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,miscellaneous food,Salt,185,KG,actual,Retail,MMK,428,0.2
2023-07-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,oil and fats,Oil (palm),62,L,actual,Retail,MMK,5508,2.63
2023-07-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4086,1.95
2023-07-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1469,0.7
2023-07-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1102,0.53
2023-07-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1472,0.7
2023-07-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2900,1.39
2023-07-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,oil and fats,Oil (palm),62,L,actual,Retail,MMK,5814,2.78
2023-07-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4520,2.16
2023-07-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1836,0.88
2023-07-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Shan (North),Muse,Mone Koe,1373,24.1,98.31,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,2350,1.12
2023-07-15,Shan (North),Muse,Mone Koe,1373,24.1,98.31,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2700,1.29
2023-07-15,Shan (North),Muse,Mone Koe,1373,24.1,98.31,miscellaneous food,Salt,185,KG,actual,Retail,MMK,1040,0.5
2023-07-15,Shan (North),Muse,Mone Koe,1373,24.1,98.31,oil and fats,Oil (palm),62,L,actual,Retail,MMK,6365,3.04
2023-07-15,Shan (North),Muse,Mone Koe,1373,24.1,98.31,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4086,1.95
2023-07-15,Shan (North),Muse,Mone Koe,1373,24.1,98.31,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,2203,1.05
2023-07-15,Shan (North),Muse,Mone Koe,1373,24.1,98.31,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,2081,0.99
2023-07-15,Shan (North),Muse,Mong See,3288,23.69,98.39,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1715,0.82
2023-07-15,Shan (North),Muse,Mong See,3288,23.69,98.39,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3400,1.62
2023-07-15,Shan (North),Muse,Mong See,3288,23.69,98.39,miscellaneous food,Salt,185,KG,actual,Retail,MMK,1040,0.5
2023-07-15,Shan (North),Muse,Mong See,3288,23.69,98.39,oil and fats,Oil (palm),62,L,actual,Retail,MMK,6732,3.22
2023-07-15,Shan (North),Muse,Mong See,3288,23.69,98.39,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4597,2.2
2023-07-15,Shan (North),Muse,Mong See,3288,23.69,98.39,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,2203,1.05
2023-07-15,Shan (North),Muse,Mong See,3288,23.69,98.39,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,2081,0.99
2023-07-15,Shan (North),Muse,Mong Wee,3325,23.61,97.5,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1974,0.94
2023-07-15,Shan (North),Muse,Mong Wee,3325,23.61,97.5,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2900,1.39
2023-07-15,Shan (North),Muse,Mong Wee,3325,23.61,97.5,miscellaneous food,Salt,185,KG,actual,Retail,MMK,612,0.29
2023-07-15,Shan (North),Muse,Mong Wee,3325,23.61,97.5,oil and fats,Oil (palm),62,L,actual,Retail,MMK,6273,3
2023-07-15,Shan (North),Muse,Mong Wee,3325,23.61,97.5,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4724,2.26
2023-07-15,Shan (North),Muse,Mong Wee,3325,23.61,97.5,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,2142,1.02
2023-07-15,Shan (North),Muse,Mong Wee,3325,23.61,97.5,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1836,0.88
2023-07-15,Shan (North),Muse,Namhkam Market,3323,23.84,97.68,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1692,0.81
2023-07-15,Shan (North),Muse,Namhkam Market,3323,23.84,97.68,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2767,1.32
2023-07-15,Shan (North),Muse,Namhkam Market,3323,23.84,97.68,miscellaneous food,Salt,185,KG,actual,Retail,MMK,612,0.29
2023-07-15,Shan (North),Muse,Namhkam Market,3323,23.84,97.68,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4488,2.14
2023-07-15,Shan (North),Muse,Namhkam Market,3323,23.84,97.68,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,5107,2.44
2023-07-15,Shan (North),Muse,Namhkam Market,3323,23.84,97.68,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1734,0.83
2023-07-15,Shan (North),Muse,Namhkam Market,3323,23.84,97.68,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Shan (North),Muse,Namphatkhar,3290,23.69,97.82,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1527,0.73
2023-07-15,Shan (North),Muse,Namphatkhar,3290,23.69,97.82,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3000,1.43
2023-07-15,Shan (North),Muse,Namphatkhar,3290,23.69,97.82,miscellaneous food,Salt,185,KG,actual,Retail,MMK,949,0.45
2023-07-15,Shan (North),Muse,Namphatkhar,3290,23.69,97.82,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4418,2.11
2023-07-15,Shan (North),Muse,Namphatkhar,3290,23.69,97.82,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1836,0.88
2023-07-15,Shan (North),Muse,Namphatkhar,3290,23.69,97.82,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Shan (South),Taunggyi,Butar,7930,20.75,97.05,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1797,0.86
2023-07-15,Shan (South),Taunggyi,Butar,7930,20.75,97.05,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2500,1.19
2023-07-15,Shan (South),Taunggyi,Butar,7930,20.75,97.05,miscellaneous food,Salt,185,KG,actual,Retail,MMK,673,0.32
2023-07-15,Shan (South),Taunggyi,Butar,7930,20.75,97.05,oil and fats,Oil (palm),62,L,actual,Retail,MMK,3978,1.9
2023-07-15,Shan (South),Taunggyi,Butar,7930,20.75,97.05,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4529,2.16
2023-07-15,Shan (South),Taunggyi,Butar,7930,20.75,97.05,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1714,0.82
2023-07-15,Shan (South),Taunggyi,Butar,7930,20.75,97.05,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1224,0.58
2023-07-15,Shan (South),Taunggyi,KalawMyoma,8028,20.64,96.57,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,2122,1.01
2023-07-15,Shan (South),Taunggyi,KalawMyoma,8028,20.64,96.57,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2500,1.19
2023-07-15,Shan (South),Taunggyi,KalawMyoma,8028,20.64,96.57,miscellaneous food,Salt,185,KG,actual,Retail,MMK,734,0.35
2023-07-15,Shan (South),Taunggyi,KalawMyoma,8028,20.64,96.57,oil and fats,Oil (palm),62,L,actual,Retail,MMK,5202,2.48
2023-07-15,Shan (South),Taunggyi,KalawMyoma,8028,20.64,96.57,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3978,1.9
2023-07-15,Shan (South),Taunggyi,KalawMyoma,8028,20.64,96.57,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Shan (South),Taunggyi,KalawMyoma,8028,20.64,96.57,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,887,0.42
2023-07-15,Shan (South),Taunggyi,NyaungshweMyoma,8027,20.66,96.93,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1598,0.76
2023-07-15,Shan (South),Taunggyi,NyaungshweMyoma,8027,20.66,96.93,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2400,1.15
2023-07-15,Shan (South),Taunggyi,NyaungshweMyoma,8027,20.66,96.93,miscellaneous food,Salt,185,KG,actual,Retail,MMK,551,0.26
2023-07-15,Shan (South),Taunggyi,NyaungshweMyoma,8027,20.66,96.93,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4998,2.39
2023-07-15,Shan (South),Taunggyi,NyaungshweMyoma,8027,20.66,96.93,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4060,1.94
2023-07-15,Shan (South),Taunggyi,NyaungshweMyoma,8027,20.66,96.93,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Shan (South),Taunggyi,NyaungshweMyoma,8027,20.66,96.93,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,979,0.47
2023-07-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1927,0.92
2023-07-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2400,1.15
2023-07-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,miscellaneous food,Salt,185,KG,actual,Retail,MMK,612,0.29
2023-07-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3550,1.7
2023-07-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1591,0.76
2023-07-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1408,0.67
2023-07-15,Tanintharyi,Dawei,Kan Nar,3278,14.08,98.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1551,0.74
2023-07-15,Tanintharyi,Dawei,Kan Nar,3278,14.08,98.18,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3000,1.43
2023-07-15,Tanintharyi,Dawei,Kan Nar,3278,14.08,98.18,miscellaneous food,Salt,185,KG,actual,Retail,MMK,275,0.13
2023-07-15,Tanintharyi,Dawei,Kan Nar,3278,14.08,98.18,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4651,2.22
2023-07-15,Tanintharyi,Dawei,Kan Nar,3278,14.08,98.18,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3366,1.61
2023-07-15,Tanintharyi,Dawei,Kan Nar,3278,14.08,98.18,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1928,0.92
2023-07-15,Tanintharyi,Dawei,Kan Nar,3278,14.08,98.18,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1714,0.82
2023-07-15,Tanintharyi,Dawei,Thayetchaung,8470,13.86,98.27,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1457,0.7
2023-07-15,Tanintharyi,Dawei,Thayetchaung,8470,13.86,98.27,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2850,1.36
2023-07-15,Tanintharyi,Dawei,Thayetchaung,8470,13.86,98.27,miscellaneous food,Salt,185,KG,actual,Retail,MMK,367,0.18
2023-07-15,Tanintharyi,Dawei,Thayetchaung,8470,13.86,98.27,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3733,1.78
2023-07-15,Tanintharyi,Dawei,Thayetchaung,8470,13.86,98.27,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1744,0.83
2023-07-15,Tanintharyi,Dawei,Thayetchaung,8470,13.86,98.27,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1224,0.58
2023-07-15,Tanintharyi,Dawei,Yebyu Market,3354,14.25,98.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1445,0.69
2023-07-15,Tanintharyi,Dawei,Yebyu Market,3354,14.25,98.2,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2675,1.28
2023-07-15,Tanintharyi,Dawei,Yebyu Market,3354,14.25,98.2,miscellaneous food,Salt,185,KG,actual,Retail,MMK,306,0.15
2023-07-15,Tanintharyi,Dawei,Yebyu Market,3354,14.25,98.2,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4590,2.19
2023-07-15,Tanintharyi,Dawei,Yebyu Market,3354,14.25,98.2,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3917,1.87
2023-07-15,Tanintharyi,Dawei,Yebyu Market,3354,14.25,98.2,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Tanintharyi,Kawthoung,Bokpyin,8467,11.27,98.76,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1433,0.68
2023-07-15,Tanintharyi,Kawthoung,Bokpyin,8467,11.27,98.76,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2900,1.39
2023-07-15,Tanintharyi,Kawthoung,Bokpyin,8467,11.27,98.76,miscellaneous food,Salt,185,KG,actual,Retail,MMK,428,0.2
2023-07-15,Tanintharyi,Kawthoung,Bokpyin,8467,11.27,98.76,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1652,0.79
2023-07-15,Tanintharyi,Myeik,Palaw,8469,12.98,98.65,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1410,0.67
2023-07-15,Tanintharyi,Myeik,Palaw,8469,12.98,98.65,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3000,1.43
2023-07-15,Tanintharyi,Myeik,Palaw,8469,12.98,98.65,miscellaneous food,Salt,185,KG,actual,Retail,MMK,428,0.2
2023-07-15,Tanintharyi,Myeik,Palaw,8469,12.98,98.65,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3672,1.75
2023-07-15,Tanintharyi,Myeik,Palaw,8469,12.98,98.65,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1652,0.79
2023-07-15,Tanintharyi,Myeik,Tanintharyi,9028,12.09,99.01,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1480,0.71
2023-07-15,Tanintharyi,Myeik,Tanintharyi,9028,12.09,99.01,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2800,1.34
2023-07-15,Tanintharyi,Myeik,Tanintharyi,9028,12.09,99.01,miscellaneous food,Salt,185,KG,actual,Retail,MMK,306,0.15
2023-07-15,Tanintharyi,Myeik,Tanintharyi,9028,12.09,99.01,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3794,1.81
2023-07-15,Tanintharyi,Myeik,Tanintharyi,9028,12.09,99.01,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1591,0.76
2023-07-15,Yangon,Yangon (East),Ngazalgwae,6088,16.91,96.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1645,0.79
2023-07-15,Yangon,Yangon (East),Ngazalgwae,6088,16.91,96.18,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2500,1.19
2023-07-15,Yangon,Yangon (East),Ngazalgwae,6088,16.91,96.18,miscellaneous food,Salt,185,KG,actual,Retail,MMK,408,0.19
2023-07-15,Yangon,Yangon (East),Ngazalgwae,6088,16.91,96.18,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4427,2.11
2023-07-15,Yangon,Yangon (East),Ngazalgwae,6088,16.91,96.18,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3590,1.71
2023-07-15,Yangon,Yangon (East),Ngazalgwae,6088,16.91,96.18,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1367,0.65
2023-07-15,Yangon,Yangon (East),Ngazalgwae,6088,16.91,96.18,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Yangon,Yangon (East),Zamyinzwel,6091,16.91,96.16,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1535,0.73
2023-07-15,Yangon,Yangon (East),Zamyinzwel,6091,16.91,96.16,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2500,1.19
2023-07-15,Yangon,Yangon (East),Zamyinzwel,6091,16.91,96.16,miscellaneous food,Salt,185,KG,actual,Retail,MMK,367,0.18
2023-07-15,Yangon,Yangon (East),Zamyinzwel,6091,16.91,96.16,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4406,2.1
2023-07-15,Yangon,Yangon (East),Zamyinzwel,6091,16.91,96.16,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3550,1.7
2023-07-15,Yangon,Yangon (East),Zamyinzwel,6091,16.91,96.16,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1469,0.7
2023-07-15,Yangon,Yangon (East),Zamyinzwel,6091,16.91,96.16,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Yangon,Yangon (North),Meegwet,6089,16.87,96.05,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1519,0.73
2023-07-15,Yangon,Yangon (North),Meegwet,6089,16.87,96.05,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3000,1.43
2023-07-15,Yangon,Yangon (North),Meegwet,6089,16.87,96.05,miscellaneous food,Salt,185,KG,actual,Retail,MMK,367,0.18
2023-07-15,Yangon,Yangon (North),Meegwet,6089,16.87,96.05,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4529,2.16
2023-07-15,Yangon,Yangon (North),Meegwet,6089,16.87,96.05,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3835,1.83
2023-07-15,Yangon,Yangon (North),Meegwet,6089,16.87,96.05,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1489,0.71
2023-07-15,Yangon,Yangon (North),Meegwet,6089,16.87,96.05,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-07-15,Yangon,Yangon (North),YwarMa,6090,16.9,96.09,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1504,0.72
2023-07-15,Yangon,Yangon (North),YwarMa,6090,16.9,96.09,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,3150,1.5
2023-07-15,Yangon,Yangon (North),YwarMa,6090,16.9,96.09,miscellaneous food,Salt,185,KG,actual,Retail,MMK,367,0.18
2023-07-15,Yangon,Yangon (North),YwarMa,6090,16.9,96.09,oil and fats,Oil (palm),62,L,actual,Retail,MMK,4562,2.18
2023-07-15,Yangon,Yangon (North),YwarMa,6090,16.9,96.09,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3958,1.89
2023-07-15,Yangon,Yangon (North),YwarMa,6090,16.9,96.09,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1561,0.75
2023-07-15,Yangon,Yangon (North),YwarMa,6090,16.9,96.09,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1438,0.69
2023-07-15,Yangon,Yangon (South),Twantay Myoma,7439,16.72,95.93,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1598,0.76
2023-07-15,Yangon,Yangon (South),Twantay Myoma,7439,16.72,95.93,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,2700,1.29
2023-07-15,Yangon,Yangon (South),Twantay Myoma,7439,16.72,95.93,miscellaneous food,Salt,185,KG,actual,Retail,MMK,938,0.45
2023-07-15,Yangon,Yangon (South),Twantay Myoma,7439,16.72,95.93,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4080,1.95
2023-07-15,Yangon,Yangon (South),Twantay Myoma,7439,16.72,95.93,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1550,0.74
2023-07-15,Yangon,Yangon (South),Twantay Myoma,7439,16.72,95.93,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1836,0.88
2023-08-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,2433,1.16
2023-08-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,miscellaneous food,Salt,185,KG,actual,Retail,MMK,612,0.29
2023-08-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,5206,2.49
2023-08-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1632,0.78
2023-08-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1530,0.73
2023-08-15,Chin,Falam,Tonzang,1020,23.89,93.54,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,2297,1.1
2023-08-15,Chin,Falam,Tonzang,1020,23.89,93.54,miscellaneous food,Salt,185,KG,actual,Retail,MMK,612,0.29
2023-08-15,Chin,Falam,Tonzang,1020,23.89,93.54,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,4803,2.29
2023-08-15,Chin,Falam,Tonzang,1020,23.89,93.54,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1836,0.88
2023-08-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1566,0.75
2023-08-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,5000,2.39
2023-08-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,miscellaneous food,Salt,185,KG,actual,Retail,MMK,612,0.29
2023-08-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,3575,1.71
2023-08-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,vegetables and fruits,Onions (local),324,KG,actual,Retail,MMK,1224,0.58
2023-08-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,vegetables and fruits,Tomatoes (local),346,KG,actual,Retail,MMK,1224,0.58
2023-08-15,Chin,Hakha,Raldunn Market,3279,22.64,93.6,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,1566,0.75
2023-08-15,Chin,Hakha,Raldunn Market,3279,22.64,93.6,"meat, fish and eggs",Eggs (local),430,10 pcs,actual,Retail,MMK,5000,2.39
2023-08-15,Chin,Hakha,Raldunn Market,3279,22.64,93.6,miscellaneous food,Salt,185,KG,actual,Retail,MMK,612,0.29
2023-08-15,Chin,Hakha,Raldunn Market,3279,22.64,93.6,oil and fats,Oil (palm),62,L,actual,Retail,MMK,7000,3.34
